FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5
Neil,Taylor,DEF,SWA,4100000,0,22,2,4.8780487804878E-07,5.36585365853659E-06,0,65601,1,26,0,0,0,0,0,5.4,0,-4,0,22,4,0,0,0,0,0,2,0,1,0.1,25730,0,321,0,0,920,0,0,0,160,West Brom,,,,
Stuart,Taylor,GLK,SOU,4000000,0,0,0,0,0,0,2866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4916,0,0,0,0,0,0,0,0,0,Stoke,,,,
Dionatan do Nascimento,Teixeira,DEF,STK,4000000,0,0,0,0,0,0,33839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3510,0,12,0,0,0,0,0,0,0,Southampton,,,,
John,Terry,DEF,CHE,5200000,1,21,0.189189189189189,3.63825363825364E-08,4.03846153846154E-06,0,188863,1,9,0,0,0,1,0,4,0,-3,0,21,3,0.5,0,2.7,0,0,1,0,0,1.9,76770,0,228,0,0,496,0,0,0,97,Sunderland,,,,
,Thomas Robson,DEF,SUN,4000000,0,0,0,0,0,0,5053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5860,0,0,0,0,0,0,0,0,0,Chelsea,,,,
James,Tomkins,DEF,CRY,4800000,1,75,0.675675675675676,1.40765765765766E-07,1.5625E-05,0,23106,4,36,0,0,0,3,0,15.6,0,-2,0,75,2,0.7,0,3.5,5,0,6,0,0,0.2,22035,0,221,0,2,1974,0,0,0,359,Man Utd,,,,
Gökhan,Töre,MID,WHU,5300000,0,10,2,3.77358490566038E-07,1.88679245283019E-06,0,10995,0,4,0,0,0,0,0,1.9,0,-2,0,10,2,0,0,0,0,0,1,0,1,0.1,9048,0,0,0,0,240,0,0,0,29,Burnley,,,,
,Tosin Adarabioyo,DEF,MCI,4500000,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,Watford,,,,
Andros,Townsend,MID,CRY,5700000,0,116,3.2,5.6140350877193E-07,2.03508771929825E-05,0,331701,4,38,0,0,0,3,0,20.4,0,-8,0,116,8,0.3,0,1.5,16,0,7,0,7,2.2,182943,0,315,0,2,2520,0,0,0,492,Man Utd,,,,
Bertrand,Traore,MID,CHE,5400000,0,0,0,0,0,0,2421,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,245,0,101,0,0,0,0,0,0,0,Sunderland,,,,
Adama,Traoré,MID,MID,4800000,0,52,0.468468468468469,9.75975975975976E-08,1.08333333333333E-05,0,26708,1,22,0,0,0,0,0,10.8,0,-2,0,52,2,0,0,0,2,0,6,0,1,0.1,31023,0,0,0,0,1543,0,0,0,264,Liverpool,,,,
Gerhard,Tremmel,GLK,SWA,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Brom,,,,
Kieran,Trippier,DEF,TOT,4700000,8,51,0.459459459459459,9.7757331799885E-08,1.08510638297872E-05,0,22786,1,3,0,0,0,0,0,10.9,0,-3,0,51,3,0.7,0,3.3,7,0,3,0,5,0.4,32714,0,110,0,3,568,0,0,0,202,Hull City,,,,
Axel,Tuanzebe,DEF,MUN,4000000,6,14,0.126126126126126,3.15315315315315E-08,3.5E-06,0,554,0,4,0,0,0,0,0,3.5,0,0,0,14,0,1.1,0,4.3,0,0,2,0,0,0.3,13275,0,0,0,0,303,0,0,0,69,Crystal Palace,,,,
Josh,Tymon,DEF,HUL,4000000,0,9,0.0810810810810811,2.02702702702703E-08,2.25E-06,0,17952,1,8,0,0,0,0,0,2.3,0,0,0,9,0,0,0,0,0,0,1,0,0,0.3,26752,0,0,0,0,323,0,0,0,57,Tottenham,,,,
Leonardo,Ulloa,FWD,LEI,5500000,0,24,0.216216216216216,3.93120393120393E-08,4.36363636363636E-06,0,15338,0,5,0,0,0,1,0,4.4,0,-5,0,24,5,0,0,0,1,0,2,0,0,0.1,7923,0,226,0,0,447,0,0,0,56,Bournemouth,,,,
Fredrik,Ulvestad,MID,BUR,4400000,0,0,0,0,0,0,2387,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,584,0,0,0,0,0,0,0,0,0,West Ham,,,,
Víctor,Valdés,GLK,MID,4500000,0,102,3.6,8E-07,2.26666666666667E-05,0,334116,1,36,0,79,0,0,0,22.7,0,0,0,102,0,0,0,0,10,0,8,0,0,4.3,210768,0,0,0,3,2520,0,0,0,493,Liverpool,,,,
Antonio,Valencia,DEF,MUN,5800000,0,120,4.3,7.41379310344828E-07,2.06896551724138E-05,0,1014182,5,20,0,0,0,1,0,20.7,0,3,0,120,-3,0,0,0,9,0,12,0,3,12.4,1104769,0,186,0,2,2483,0,0,0,612,Crystal Palace,,,,
Enner,Valencia,FWD,EVE,5200000,2,54,2.3,4.42307692307692E-07,1.03846153846154E-05,0,190074,1,12,0,0,0,3,0,10.4,0,-3,0,54,3,0.3,0,1.5,3,0,2,0,3,1.7,126998,0,200,0,0,927,0,0,0,173,Arsenal,,,,
Patrick,van Aanholt,DEF,CRY,4900000,1,98,3.1,6.3265306122449E-07,2E-05,0,364735,3,53,0,0,0,5,0,20,0,-1,0,98,1,0.7,0,3.5,9,0,5,0,1,3.6,284385,0,369,0,4,2498,0,0,0,534,Man Utd,,,,
Mike,van der Hoorn,DEF,SWA,4300000,0,16,0.144144144144144,3.35218939870103E-08,3.72093023255814E-06,0,22375,1,20,0,0,0,1,0,3.7,0,-2,0,16,2,0,0,0,0,0,1,0,0,0.2,18145,0,0,0,1,662,0,0,0,125,West Brom,,,,
Virgil,van Dijk,DEF,SOU,5600000,0,75,3.6,6.42857142857143E-07,1.33928571428571E-05,0,723277,3,23,0,0,0,1,0,13.4,0,1,0,75,-1,0,0,0,14,0,7,0,0,5.3,420817,0,452,0,3,1852,0,0,1,435,Stoke,,,,
Marco,Van Ginkel,MID,CHE,4900000,0,0,0,0,0,0,1219,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,152,0,81,0,0,0,0,0,0,0,Sunderland,,,,
Jamie,Vardy,FWD,LEI,9900000,9,161,4.6,4.64646464646465E-07,1.62626262626263E-05,0,1298910,2,57,0,0,0,13,0,16.3,0,-1,0,161,1,0.4,0,4.3,24,0,7,0,8,13.9,912399,0,945,0,3,2801,0,0,1,555,Bournemouth,,,,
Guillermo,Varela,DEF,MUN,4500000,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,36,0,0,0,0,0,0,0,Crystal Palace,,,,
Thibaud,Verlinden,MID,STK,4500000,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,Southampton,,,,
Jan,Vertonghen,DEF,TOT,5800000,2,126,3.8,6.55172413793103E-07,2.17241379310345E-05,0,435599,5,21,0,0,0,0,0,21.7,0,3,0,126,-3,0.3,0,2,8,0,15,0,0,7.7,595721,0,335,0,0,2894,0,0,0,733,Hull City,,,,
Sam,Vokes,FWD,BUR,5700000,8,121,3.3,5.78947368421053E-07,2.12280701754386E-05,0,317470,0,34,0,0,0,10,0,21.2,0,-3,0,121,3,1.2,0,7,12,0,5,0,4,3.2,414237,0,0,0,1,2064,0,0,0,394,West Ham,,,,
Michel,Vorm,GLK,TOT,4800000,0,17,0.153153153153153,3.19069069069069E-08,3.54166666666667E-06,0,22416,0,2,0,7,0,0,0,3.5,0,-2,0,17,2,0,0,0,0,0,2,0,0,0.3,18749,0,3,0,0,416,0,0,0,81,Hull City,,,,
Matej,Vydra,FWD,WAT,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,26851,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,4288,0,0,0,0,3,0,0,0,3,Man City,,,,
Molla,Wagué,DEF,LEI,4400000,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,Bournemouth,,,,
Theo,Walcott,MID,ARS,7200000,0,122,4.4,6.11111111111111E-07,1.69444444444444E-05,0,1610816,1,26,0,0,0,10,0,16.9,0,-3,0,122,3,0.1,1,0.5,7,0,8,0,3,4.2,1654725,0,316,0,2,1916,0,0,0,380,Everton,,,,
Kyle,Walker,DEF,TOT,6200000,0,142,4.3,6.93548387096774E-07,2.29032258064516E-05,0,1405304,8,21,0,0,0,0,0,22.9,0,7,0,142,-7,0,0,0.3,18,0,14,0,6,27.6,1642297,0,461,0,3,2701,0,0,0,640,Hull City,,,,
Jonathan,Walters,MID,STK,5300000,1,72,0.648648648648649,1.22386537480877E-07,1.35849056603774E-05,0,17650,1,22,0,0,0,4,0,13.6,0,-7,0,72,7,0.1,0,0.5,3,0,6,0,3,0.1,12131,0,312,0,0,1304,0,0,0,195,Southampton,,,,
Aaron,Wan-Bissaka,MID,CRY,4500000,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,Man Utd,,,,
Victor,Wanyama,MID,TOT,4800000,12,103,2.9,6.04166666666667E-07,2.14583333333333E-05,0,335423,10,25,0,0,0,4,0,21.5,0,-2,0,103,2,1.7,0,8.3,7,0,12,0,2,2.9,342780,0,268,0,2,3012,0,0,0,578,Hull City,,,,
Joel,Ward,DEF,CRY,4800000,1,86,2.3,4.79166666666667E-07,1.79166666666667E-05,0,63529,7,63,0,0,0,0,0,17.9,0,-2,0,86,2,0.7,0,3.5,7,0,7,0,1,0.9,52775,0,333,0,0,3417,0,0,0,568,Man Utd,,,,
Stephen,Ward,DEF,BUR,4500000,1,91,2.5,5.55555555555556E-07,2.02222222222222E-05,0,68354,5,53,0,0,0,1,0,20.2,0,0,0,91,0,0.2,0,1,3,0,8,0,1,1.6,127226,0,0,0,0,3230,0,0,0,596,West Ham,,,,
James,Ward-Prowse,MID,SOU,5000000,2,92,0.828828828828829,1.65765765765766E-07,1.84E-05,0,63909,4,26,0,0,0,4,0,18.4,0,-5,0,92,5,0.3,0,1.5,5,0,9,0,4,1.4,112243,0,266,0,1,1883,0,0,0,377,Stoke,,,,
Marcin,Wasilewski,DEF,LEI,3900000,0,1,0.00900900900900901,2.31000231000231E-09,2.56410256410256E-07,0,70324,0,2,0,0,0,0,0,0.3,0,-1,0,1,1,0,0,0,0,0,0,0,0,1.8,94590,0,35,0,0,90,0,0,0,10,Bournemouth,,,,
Duncan,Watmore,MID,SUN,4700000,0,43,0.387387387387387,8.24228483802952E-08,9.14893617021277E-06,0,16387,1,20,0,0,0,0,0,9.1,0,-3,0,43,3,0,0,0,1,0,2,0,5,0.1,13005,0,185,0,0,1025,0,0,0,125,Chelsea,,,,
Ben,Watson,MID,WAT,4200000,0,1,0.00900900900900901,2.14500214500215E-09,2.38095238095238E-07,0,72105,0,2,0,0,0,0,0,0.2,0,-3,0,1,3,0,0,0,0,0,0,0,0,0.6,23610,0,351,0,0,54,0,0,1,6,Man City,,,,
James,Weir,MID,HUL,4300000,0,0,0,0,0,0,745,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,0,Tottenham,,,,
Danny,Welbeck,FWD,ARS,7300000,8,37,2.3,3.15068493150685E-07,5.06849315068493E-06,0,54873,0,11,0,0,0,2,0,5.1,0,-2,0,37,2,0.4,0,3,0,0,3,0,2,0.8,81846,0,164,0,0,748,0,0,0,117,Everton,,,,
Ashley,Westwood,MID,BUR,4500000,1,13,0.117117117117117,2.6026026026026E-08,2.88888888888889E-06,0,193,3,9,0,0,0,0,0,2.9,0,0,0,13,0,0.3,0,1.5,0,0,1,0,0,0,357,0,0,0,0,551,0,0,0,68,West Ham,,,,
Glenn,Whelan,MID,STK,4200000,2,62,2.1,5E-07,1.47619047619048E-05,0,53972,5,40,0,0,0,0,0,14.8,0,-3,0,62,3,0.5,0,2,3,0,7,0,1,0.7,42775,1,432,0,0,2276,0,0,0,380,Southampton,,,,
Connor,Wickham,FWD,CRY,5500000,0,18,2.3,4.18181818181818E-07,3.27272727272727E-06,0,51741,1,6,0,0,0,2,0,3.3,0,-5,0,18,5,0,0,0,0,0,0,0,0,0.3,14609,0,225,0,0,412,0,0,0,59,Man Utd,,,,
Georginio,Wijnaldum,MID,LIV,7500000,14,149,4.1,5.46666666666667E-07,1.98666666666667E-05,0,162394,2,37,0,0,0,6,0,19.9,0,-5,0,149,5,1.7,0,12.5,14,0,11,0,9,1.7,79127,0,630,0,2,2974,0,0,0,650,Middlesbrough,,,,
Ashley,Williams,DEF,EVE,5200000,0,127,3.5,6.73076923076923E-07,2.44230769230769E-05,0,496130,7,40,0,0,0,1,0,24.4,0,2,0,127,-2,0.6,0,3,9,0,13,0,3,8.7,540492,0,487,0,2,3160,0,0,1,739,Arsenal,,,,
Jonathan,Williams,MID,CRY,4500000,0,0,0,0,0,0,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,1,0,0,0,0,0,0,0,Man Utd,,,,
,Willian,MID,CHE,7000000,7,114,1.02702702702703,1.46718146718147E-07,1.62857142857143E-05,0,488979,3,19,0,0,0,8,0,16.3,0,-5,0,114,5,0.7,0,5,13,0,6,0,3,3.5,249225,0,512,0,4,1534,0,0,0,441,Sunderland,,,,
Matthew,Willock,MID,MUN,4500000,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,Crystal Palace,,,,
Jack,Wilshere,MID,BOU,5800000,0,61,2.1,3.62068965517241E-07,1.05172413793103E-05,0,81937,4,45,0,0,0,0,0,10.5,0,-2,0,61,2,0,0,0,2,0,5,0,3,0.5,82762,0,18,0,0,1950,0,0,0,312,Leicester,,,,
Harry,Wilson,MID,LIV,4500000,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,Middlesbrough,,,,
James,Wilson,FWD,MUN,5000000,0,0,0,0,0,0,3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,828,0,1,0,0,0,0,0,0,0,Crystal Palace,,,,
Kane,Wilson,DEF,WBA,4000000,0,0,0,0,0,0,16225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,23198,0,0,0,0,0,0,0,0,0,Swansea,,,,
Kevin,Wimmer,DEF,TOT,4500000,0,2,0.018018018018018,4.004004004004E-09,4.44444444444444E-07,0,11817,3,4,0,0,0,0,0,0.4,0,-5,0,2,5,0,0,0,0,0,0,0,0,0.1,7624,1,131,0,0,357,0,0,0,26,Hull City,,,,
Harry,Winks,MID,TOT,4500000,0,30,1.4,3.11111111111111E-07,6.66666666666667E-06,0,6856,1,6,0,0,0,1,0,6.7,0,0,0,30,0,0,0,0,0,0,0,0,1,0,7322,0,0,0,0,494,0,0,0,141,Hull City,,,,
Philipp,Wollscheid,DEF,STK,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,43812,1,5,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,851,0,330,0,0,180,0,0,0,23,Southampton,,,,
Ben,Woodburn,MID,LIV,4300000,0,5,0.0450450450450451,1.04755918709407E-08,1.16279069767442E-06,0,1163,0,1,0,0,0,0,0,1.2,0,-2,0,5,2,0.1,0,0.5,0,0,0,0,0,0,1524,0,0,0,0,86,0,0,0,14,Middlesbrough,,,,
Matthew,Worthington,MID,BOU,4500000,1,1,0.00900900900900901,2.002002002002E-09,2.22222222222222E-07,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,Leicester,,,,
Ben,Wynter,DEF,CRY,4000000,0,0,0,0,0,0,6584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,9129,0,0,0,0,0,0,0,0,0,Man Utd,,,,
Granit,Xhaka,MID,ARS,5200000,2,85,2.7,5.19230769230769E-07,1.63461538461538E-05,0,273981,5,32,0,0,0,2,0,16.3,0,-3,0,85,3,0.5,0,2.5,7,0,10,0,3,3.2,134586,0,0,0,1,2483,0,0,2,506,Everton,,,,
Claudio,Yacob,MID,WBA,4300000,2,54,1.6,3.72093023255814E-07,1.25581395348837E-05,0,13310,9,36,0,0,0,0,0,12.6,0,-2,0,54,2,0.4,0,1.7,0,0,4,0,0,0.2,10457,0,286,0,0,2418,0,0,0,366,Swansea,,,,
,Yaya Touré,MID,MCI,7200000,3,86,0.774774774774775,1.07607607607608E-07,1.19444444444444E-05,0,185727,4,17,0,0,0,5,0,11.9,0,-8,0,86,8,0.6,0,4.3,6,0,12,0,0,1,143190,0,525,0,2,1941,0,0,0,422,Watford,,,,
DeAndre,Yedlin,DEF,TOT,4400000,0,0,0,0,0,0,14284,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,496,0,227,0,0,0,0,0,0,0,Hull City,,,,
Maya,Yoshida,DEF,SOU,4500000,2,78,3.4,7.55555555555556E-07,1.73333333333333E-05,0,63196,2,32,0,0,0,1,0,17.3,0,0,0,78,0,0.7,0,3,8,0,7,0,1,5.9,303257,0,152,0,1,2070,0,0,0,469,Stoke,,,,
Ashley,Young,MID,MUN,5000000,0,26,2.2,4.4E-07,5.2E-06,0,6205,2,6,0,0,0,0,0,5.2,0,-5,0,26,5,0,0,0,1,0,4,0,1,0.1,4466,0,178,0,0,760,0,0,0,154,Crystal Palace,,,,
Pablo,Zabaleta,DEF,MCI,4700000,0,45,0.405405405405405,8.62564692351926E-08,9.57446808510638E-06,0,91419,2,18,0,0,0,1,0,9.6,0,-3,0,45,3,0.1,0,0.7,5,0,2,0,1,1.2,60996,0,152,0,1,1065,0,0,0,230,Watford,,,,
Wilfried,Zaha,MID,CRY,5800000,2,149,4.3,7.41379310344828E-07,2.56896551724138E-05,0,1118112,8,56,0,0,0,7,0,25.7,0,3,0,149,-3,0.9,0,5,13,0,7,0,11,11.9,1509710,0,353,0,4,3019,0,0,0,481,Man Utd,,,,
Mauro,Zárate,FWD,WAT,5200000,0,8,2.7,5.19230769230769E-07,1.53846153846154E-06,0,2678,0,3,0,0,0,0,0,1.5,0,-3,0,8,3,0,0,0,0,0,0,0,1,0,2873,0,0,0,0,204,0,0,0,27,Man City,,,,
Simone,Zaza,FWD,WHU,6000000,0,10,1.3,2.16666666666667E-07,1.66666666666667E-06,0,45101,2,14,0,0,0,0,0,1.7,0,-10,0,10,10,0,0,0,0,0,2,0,0,0.1,44581,0,0,0,0,459,0,0,0,21,Burnley,,,,
Ron-Robert,Zieler,GLK,LEI,4400000,0,17,0.153153153153153,3.48075348075348E-08,3.86363636363636E-06,0,17126,0,16,0,18,0,0,0,3.9,0,-1,0,17,1,0,0,0,0,0,1,0,0,0.3,13381,0,0,0,0,754,0,0,0,119,Bournemouth,,,,
Oleksandr,Zinchenko,MID,MCI,5300000,0,0,0,0,0,0,2407,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,Watford,,,,
Kurt,Zouma,DEF,CHE,5300000,0,15,0.135135135135135,2.54971953085161E-08,2.83018867924528E-06,0,8545,0,8,0,0,0,0,0,2.8,0,-2,0,15,2,0.5,0,2.7,3,0,0,0,1,0.3,4877,0,185,0,0,250,0,0,0,69,Sunderland,,,,
Juan,Zuñiga,DEF,WAT,4100000,0,38,0.342342342342342,8.34981322786201E-08,9.26829268292683E-06,0,125112,1,15,0,0,0,1,0,9.3,0,-4,0,38,4,0.1,0,0.3,2,0,1,0,1,1.1,128130,0,0,0,1,823,0,0,0,173,Man City,,,,
